id;malha;errom;auto;errop;valor_dirf;dif_dirf;rend_total;rend_tributavel;base_calculo;trabalho;aluguel;rend_capital;autonomo;livro_caixa;rural;ganho_capital;exterior;outros_rend;rend_isento;rend_exclusivo;contrib_prev;dependentes_ded;pensao_alimenticia;pensao_alimenticia_ded;geducativos;geducativos_ded;gmedicos;gmedicos_ded;aliquota;aliquota_efetiva;imposto_devido;imposto_devido2;resultado_decl;iap;iar;tipo_decl;completa;deducao;idade;sexo;casado;dependentes;alimentandos;estado;municipio;ocupacao;natureza;obito;bens_ant;bens;dividas_ant;dividas
268.00;0.00;0.00;0.00;0.00;31685.00;0.00;34277.00;31685.00;25348.00;34277.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2592.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.50;0.01;187.00;187.00;-475.00;0.00;475.00;3;0;6337.00;58.00;0;1;0.00;0.00;SP;4133.00;0.00;1;-9.00;100000.00;100000.00;0.00;0.00
269.00;0.00;0.00;0.00;0.00;40548.00;0.00;42881.00;40548.00;28358.00;42881.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2333.00;4460.00;4550.00;0.00;0.00;3180.00;3180.00;0.00;0.00;7.50;0.01;413.00;413.00;-258.00;0.00;258.00;1;1;12190.00;34.00;0;0;2.00;0.00;SP;4133.00;0.00;1;-9.00;100000.00;100000.00;0.00;0.00
270.00;0.00;0.00;0.00;0.00;162685.00;0.00;184243.00;162685.00;130969.00;172119.00;0.00;753.00;0.00;0.00;0.00;0.00;0.00;11370.00;11370.00;10187.00;17186.00;2275.00;0.00;0.00;13352.00;3561.00;10089.00;8692.00;27.50;0.15;25584.00;25584.00;-3126.00;0.00;3126.00;1;1;31715.00;43.00;1;0;1.00;0.00;SP;4133.00;0.00;1;-9.00;100000.00;100000.00;0.00;0.00
271.00;0.00;0.00;0.00;0.00;113854.00;0.00;148867.00;120403.00;90634.00;127244.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;21623.00;14781.00;13682.00;10825.00;4550.00;0.00;0.00;41111.00;3561.00;17912.00;10832.00;27.50;0.10;14492.00;14492.00;-1947.00;0.00;1947.00;3;1;29769.00;46.00;1;1;2.00;0.00;SP;4133.00;0.00;1;-9.00;100000.00;100000.00;0.00;0.00
272.00;0.00;0.00;0.00;0.00;33708.00;0.00;42304.00;33708.00;26967.00;36233.00;0.00;6071.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;8596.00;2952.00;0.00;0.00;0.00;5596.00;0.00;216.00;0.00;7.50;0.01;308.00;308.00;-96.00;0.00;96.00;1;0;6741.00;37.00;1;0;0.00;0.00;SP;4133.00;0.00;1;-9.00;100000.00;100000.00;0.00;0.00
273.00;0.00;0.00;0.00;0.00;33764.00;0.00;74247.00;46738.00;36026.00;74247.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;24751.00;2757.00;0.00;0.00;0.00;0.00;0.00;0.00;10711.00;10711.00;15.00;0.02;1146.00;1146.00;327.00;327.00;0.00;1;1;10711.00;73.00;1;0;0.00;0.00;SP;4133.00;0.00;1;-9.00;100000.00;100000.00;0.00;0.00
274.00;0.00;0.00;0.00;0.00;37127.00;0.00;41503.00;37127.00;23091.00;39757.00;0.00;425.00;0.00;0.00;0.00;0.00;0.00;1320.00;1320.00;3055.00;3988.00;4550.00;0.00;0.00;9576.00;3561.00;1935.00;1935.00;7.50;0.00;18.00;18.00;-1008.00;0.00;1008.00;2;1;14035.00;40.00;0;1;2.00;0.00;SP;4133.00;0.00;1;-9.00;100000.00;100000.00;0.00;0.00
275.00;0.00;0.00;0.00;0.00;292081.00;0.00;329184.00;292081.00;250063.00;308151.00;0.00;21032.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;37102.00;24442.00;0.00;0.00;0.00;0.00;0.00;42933.00;17576.00;27.50;0.19;58335.00;58335.00;-4207.00;0.00;4207.00;3;1;42018.00;64.00;0;1;0.00;0.00;SP;4133.00;0.00;1;-9.00;100000.00;100000.00;0.00;0.00
276.00;0.00;0.00;0.00;0.00;36000.00;0.00;36000.00;36000.00;28800.00;0.00;0.00;0.00;36000.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3960.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;7.50;0.01;446.00;446.00;-70.00;0.00;70.00;3;0;7200.00;55.00;0;1;0.00;0.00;SP;4133.00;0.00;1;-9.00;100000.00;100000.00;0.00;0.00
277.00;0.00;0.00;0.00;0.00;63472.00;0.00;68196.00;63472.00;41571.00;68186.00;0.00;9.00;0.00;0.00;0.00;0.00;0.00;0.00;9.00;4714.00;0.00;2275.00;0.00;0.00;0.00;0.00;19625.00;19625.00;15.00;0.03;1978.00;1978.00;-5044.00;0.00;5044.00;1;1;21901.00;57.00;1;0;1.00;0.00;SP;4133.00;0.00;1;-9.00;100000.00;100000.00;0.00;0.00
278.00;0.00;0.00;0.00;0.00;0.00;0.00;26207.00;24142.00;19313.00;26138.00;0.00;26.00;0.00;0.00;0.00;0.00;0.00;43.00;43.00;2022.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2;0;4828.00;64.00;0;1;1.00;0.00;SP;4133.00;0.00;1;-9.00;100000.00;100000.00;0.00;0.00
279.00;0.00;0.00;0.00;0.00;46251.00;0.00;49471.00;46251.00;37001.00;49470.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3219.00;5037.00;0.00;0.00;0.00;0.00;0.00;1308.00;0.00;15.00;0.03;1292.00;1292.00;-512.00;0.00;512.00;1;0;9250.00;37.00;0;0;0.00;0.00;SP;4133.00;0.00;1;-9.00;100000.00;100000.00;0.00;0.00
280.00;0.00;0.00;0.00;0.00;36432.00;0.00;386449.00;36432.00;27874.00;36432.00;0.00;350017.00;0.00;0.00;0.00;0.00;0.00;0.00;350000.00;17.00;4007.00;4550.00;0.00;0.00;0.00;0.00;0.00;0.00;7.50;0.00;376.00;376.00;-341.00;0.00;341.00;3;1;8557.00;38.00;0;1;2.00;0.00;SP;4133.00;0.00;1;-9.00;100000.00;100000.00;0.00;0.00
281.00;0.00;0.00;0.00;0.00;115787.00;0.00;144656.00;115787.00;81127.00;122422.00;0.00;19822.00;0.00;0.00;0.00;0.00;0.00;2411.00;2586.00;26282.00;18209.00;6825.00;0.00;0.00;3900.00;3561.00;6064.00;6064.00;27.50;0.09;11877.00;11877.00;-2032.00;0.00;2032.00;2;1;34659.00;40.00;0;1;3.00;0.00;SP;4133.00;0.00;1;-9.00;100000.00;100000.00;0.00;0.00
282.00;0.00;0.00;0.00;0.00;0.00;0.00;30000.00;30000.00;23174.00;30000.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;6825.00;0.00;0.00;0.00;0.00;0.00;0.00;7.50;0.00;24.00;24.00;24.00;24.00;0.00;2;1;6825.00;33.00;1;1;3.00;0.00;SP;4133.00;0.00;1;-9.00;100000.00;100000.00;0.00;0.00
283.00;0.00;0.00;0.00;0.00;82854.00;0.00;102070.00;82854.00;50574.00;88447.00;0.00;13622.00;0.00;0.00;0.00;0.00;0.00;0.00;13381.00;5833.00;13723.00;0.00;0.00;0.00;0.00;0.00;18556.00;18556.00;22.50;0.04;3745.00;3745.00;-7549.00;0.00;7549.00;3;1;32279.00;65.00;1;1;0.00;0.00;SP;4133.00;0.00;1;-9.00;100000.00;100000.00;0.00;0.00
284.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1;0;0.00;39.00;0;0;0.00;0.00;SP;4133.00;0.00;1;-9.00;100000.00;100000.00;0.00;0.00
285.00;0.00;0.00;0.00;0.00;0.00;0.00;17964.00;17964.00;14371.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;17964.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1;0;3592.00;69.00;0;0;0.00;0.00;SP;4133.00;0.00;1;-9.00;100000.00;100000.00;0.00;0.00
286.00;0.00;0.00;0.00;0.00;58452.00;0.00;58452.00;58452.00;25464.00;0.00;0.00;0.00;58452.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;998.00;6825.00;0.00;0.00;0.00;0.00;25165.00;25165.00;7.50;0.00;196.00;196.00;-3809.00;0.00;3809.00;2;1;32988.00;53.00;0;1;3.00;0.00;SP;4133.00;0.00;1;-9.00;100000.00;100000.00;0.00;0.00
287.00;0.00;0.00;0.00;0.00;0.00;0.00;12930.00;0.00;0.00;12930.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;12930.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1;1;0.00;66.00;1;0;0.00;0.00;SP;4133.00;0.00;1;-9.00;100000.00;100000.00;0.00;0.00
288.00;0.00;0.00;0.00;0.00;17321.00;0.00;25834.00;17321.00;10672.00;20533.00;0.00;1512.00;0.00;0.00;0.00;0.00;0.00;3788.00;6153.00;2359.00;1864.00;4550.00;0.00;0.00;0.00;0.00;234.00;234.00;0.00;0.00;0.00;0.00;-50.00;0.00;50.00;2;1;6648.00;32.00;0;1;2.00;0.00;SP;4133.00;0.00;1;-9.00;100000.00;100000.00;0.00;0.00
289.00;0.00;0.00;0.00;0.00;60541.00;0.00;82801.00;60541.00;15937.00;60227.00;0.00;18000.00;4574.00;0.00;0.00;0.00;0.00;0.00;18000.00;4260.00;503.00;2275.00;0.00;0.00;0.00;0.00;41826.00;41826.00;0.00;0.00;0.00;0.00;-4965.00;0.00;4965.00;2;1;44604.00;60.00;0;1;1.00;0.00;SP;4133.00;0.00;1;-9.00;100000.00;100000.00;0.00;0.00
290.00;0.00;0.00;0.00;0.00;0.00;0.00;69248.00;0.00;0.00;0.00;0.00;69248.00;0.00;0.00;0.00;0.00;0.00;0.00;68705.00;542.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;15.00;0.00;0.00;0.00;0.00;0.00;0.00;3;0;0.00;29.00;0;1;0.00;0.00;SP;4133.00;0.00;1;-9.00;100000.00;100000.00;0.00;0.00
291.00;0.00;0.00;0.00;0.00;53864.00;0.00;58262.00;54815.00;43426.00;58262.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3446.00;5397.00;2275.00;0.00;0.00;2400.00;2400.00;1316.00;1316.00;15.00;0.04;2256.00;2256.00;-1058.00;0.00;1058.00;1;1;11388.00;50.00;1;0;1.00;0.00;SP;4133.00;0.00;1;-9.00;100000.00;100000.00;0.00;0.00
292.00;0.00;0.00;0.00;0.00;0.00;0.00;47407.00;20772.00;16617.00;47265.00;0.00;141.00;0.00;0.00;0.00;0.00;0.00;0.00;24893.00;1741.00;0.00;0.00;0.00;0.00;0.00;0.00;12904.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2;0;4154.00;77.00;0;1;1.00;0.00;SP;4133.00;0.00;1;-9.00;100000.00;100000.00;0.00;0.00
293.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;1.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1;0;0.00;53.00;1;0;0.00;0.00;SP;4133.00;0.00;1;-9.00;100000.00;100000.00;0.00;0.00
294.00;0.00;0.00;0.00;0.00;0.00;0.00;34632.00;29986.00;23989.00;32332.00;0.00;2300.00;0.00;0.00;0.00;0.00;0.00;0.00;1623.00;3022.00;1455.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.50;0.00;85.00;85.00;85.00;85.00;0.00;3;0;5997.00;46.00;1;1;0.00;0.00;SP;4133.00;0.00;1;-9.00;100000.00;100000.00;0.00;0.00
295.00;0.00;0.00;0.00;0.00;30270.00;0.00;32551.00;30270.00;24216.00;30270.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2281.00;0.00;2281.00;2760.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.50;0.00;102.00;102.00;-119.00;0.00;119.00;3;0;6054.00;42.00;0;1;0.00;0.00;SP;4133.00;0.00;1;-9.00;100000.00;100000.00;0.00;0.00
296.00;0.00;0.00;0.00;0.00;0.00;0.00;11976.00;11976.00;9580.00;11976.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1;0;2395.00;77.00;0;0;0.00;0.00;SP;4133.00;0.00;1;-9.00;100000.00;100000.00;0.00;0.00
297.00;0.00;0.00;0.00;0.00;0.00;0.00;26400.00;26400.00;21120.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;26400.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1;0;5280.00;65.00;0;0;0.00;0.00;SP;4133.00;0.00;1;-9.00;100000.00;100000.00;0.00;0.00
298.00;0.00;0.00;0.00;0.00;59821.00;0.00;64652.00;59821.00;47857.00;63685.00;0.00;966.00;0.00;0.00;0.00;0.00;0.00;0.00;966.00;3863.00;6239.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;22.50;0.05;3134.00;3134.00;144.00;144.00;0.00;1;0;11964.00;41.00;1;0;1.00;0.00;SP;4133.00;0.00;1;-9.00;100000.00;100000.00;0.00;0.00
299.00;0.00;0.00;0.00;0.00;88413.00;0.00;97186.00;88413.00;68778.00;92649.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;4536.00;0.00;8773.00;10534.00;9100.00;0.00;0.00;0.00;0.00;0.00;0.00;27.50;0.10;8481.00;8481.00;-1403.00;0.00;1403.00;3;1;19634.00;41.00;0;1;4.00;0.00;SP;4133.00;0.00;1;-9.00;100000.00;100000.00;0.00;0.00
300.00;0.00;0.00;0.00;0.00;11976.00;0.00;51976.00;11976.00;8383.00;11976.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;40000.00;40000.00;0.00;1317.00;2275.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2;1;3592.00;63.00;0;1;1.00;0.00;SP;4133.00;0.00;1;-9.00;100000.00;100000.00;0.00;0.00
301.00;0.00;0.00;0.00;0.00;42789.00;0.00;44510.00;42789.00;34231.00;32531.00;0.00;3.00;11976.00;0.00;0.00;0.00;0.00;0.00;3.00;1717.00;4704.00;0.00;0.00;0.00;0.00;0.00;1500.00;0.00;15.00;0.02;877.00;877.00;648.00;648.00;0.00;3;0;8557.00;41.00;1;1;0.00;0.00;SP;4133.00;0.00;1;-9.00;100000.00;100000.00;0.00;0.00
302.00;0.00;0.00;0.00;0.00;0.00;0.00;31760.00;22737.00;22737.00;0.00;0.00;9023.00;22737.00;0.00;0.00;0.00;0.00;0.00;0.00;9023.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3;1;0.00;55.00;0;1;0.00;0.00;SP;4133.00;0.00;1;-9.00;100000.00;100000.00;0.00;0.00
303.00;0.00;0.00;0.00;0.00;20773.00;0.00;55302.00;50999.00;40799.00;55302.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;4302.00;1878.00;0.00;0.00;0.00;0.00;0.00;311.00;0.00;15.00;0.03;1862.00;1862.00;1839.00;1839.00;0.00;1;0;10199.00;60.00;1;0;0.00;0.00;SP;4133.00;0.00;1;-9.00;100000.00;100000.00;0.00;0.00
304.00;0.00;0.00;0.00;0.00;35815.00;0.00;79269.00;32639.00;0.00;60269.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;19000.00;43751.00;2877.00;0.00;0.00;0.00;0.00;0.00;0.00;36610.00;36610.00;0.50;0.00;0.00;0.00;-755.00;0.00;755.00;3;1;36610.00;69.00;1;1;0.00;0.00;SP;4133.00;0.00;1;-9.00;100000.00;100000.00;0.00;0.00
305.00;0.00;0.00;0.00;0.00;66647.00;0.00;72387.00;66647.00;39903.00;72226.00;0.00;161.00;0.00;4441.00;0.00;0.00;0.00;0.00;161.00;5578.00;8902.00;2275.00;0.00;0.00;7170.00;6145.00;4980.00;4980.00;15.00;0.03;1727.00;1727.00;-4014.00;0.00;4014.00;2;1;26744.00;30.00;0;1;1.00;0.00;SP;4133.00;0.00;1;-9.00;100000.00;100000.00;0.00;0.00
306.00;0.00;0.00;0.00;0.00;77288.00;0.00;85317.00;77288.00;61830.00;82425.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2892.00;2892.00;5136.00;7707.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;27.50;0.08;6571.00;6571.00;-1385.00;0.00;1385.00;2;0;15457.00;38.00;0;1;1.00;0.00;SP;4133.00;0.00;1;-9.00;100000.00;100000.00;0.00;0.00
307.00;0.00;0.00;0.00;0.00;36111.00;0.00;46061.00;36111.00;28888.00;38240.00;0.00;171.00;0.00;0.00;0.00;0.00;0.00;7649.00;7649.00;2300.00;3720.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.50;0.01;453.00;453.00;-195.00;0.00;195.00;3;0;7222.00;30.00;0;1;0.00;0.00;SP;4133.00;0.00;1;-9.00;100000.00;100000.00;0.00;0.00
308.00;0.00;0.00;0.00;0.00;110297.00;0.00;119780.00;110297.00;48966.00;116785.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2995.00;2995.00;6488.00;7043.00;4550.00;0.00;0.00;3600.00;3561.00;46175.00;46175.00;22.50;0.03;3383.00;3383.00;-13952.00;0.00;13952.00;1;1;61330.00;45.00;1;0;2.00;0.00;SP;4133.00;0.00;1;-9.00;100000.00;100000.00;0.00;0.00
309.00;0.00;0.00;0.00;0.00;167954.00;0.00;177676.00;167954.00;102480.00;177676.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;9721.00;14425.00;2275.00;0.00;0.00;0.00;0.00;53269.00;48773.00;27.50;0.10;17749.00;17749.00;-11604.00;0.00;11604.00;3;1;65474.00;52.00;1;1;1.00;0.00;SP;4133.00;0.00;1;-9.00;100000.00;100000.00;0.00;0.00
310.00;0.00;0.00;0.00;0.00;54441.00;0.00;58256.00;54441.00;44861.00;58256.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3815.00;5910.00;2275.00;0.00;0.00;0.00;0.00;1394.00;1394.00;15.00;0.05;2471.00;2471.00;-1039.00;0.00;1039.00;3;1;9579.00;38.00;0;1;1.00;0.00;SP;4133.00;0.00;1;-9.00;100000.00;100000.00;0.00;0.00
311.00;0.00;0.00;0.00;0.00;45668.00;0.00;47949.00;45667.00;26575.00;47771.00;0.00;0.00;177.00;0.00;0.00;0.00;0.00;0.00;0.00;2281.00;3650.00;4550.00;0.00;0.00;5340.00;5340.00;5552.00;5552.00;7.50;0.01;279.00;279.00;-2087.00;0.00;2087.00;1;1;19092.00;32.00;1;0;2.00;0.00;SP;4133.00;0.00;1;-9.00;100000.00;100000.00;0.00;0.00
312.00;0.00;0.00;0.00;0.00;45888.00;0.00;39582.00;36776.00;16619.00;39582.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2806.00;4697.00;4550.00;0.00;0.00;5220.00;3561.00;7348.00;7348.00;0.00;0.00;0.00;0.00;-910.00;0.00;910.00;3;1;20157.00;55.00;0;1;2.00;0.00;SP;4133.00;0.00;1;-9.00;100000.00;100000.00;0.00;0.00
313.00;0.00;0.00;0.00;0.00;11932.00;0.00;123083.00;11932.00;9545.00;0.00;0.00;111151.00;11932.00;0.00;0.00;0.00;0.00;0.00;111150.00;1.00;1312.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3;0;2386.00;31.00;0;1;0.00;0.00;SP;4133.00;0.00;1;-9.00;100000.00;100000.00;0.00;0.00
314.00;0.00;0.00;0.00;0.00;549.00;0.00;10790.00;9200.00;9200.00;0.00;0.00;1590.00;9200.00;0.00;0.00;0.00;0.00;0.00;1571.00;18.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3;1;0.00;27.00;0;1;0.00;0.00;SP;4133.00;0.00;1;-9.00;100000.00;100000.00;0.00;0.00
315.00;0.00;0.00;0.00;0.00;22940.00;0.00;24522.00;22940.00;20758.00;24522.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1582.00;2181.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;-34.00;0.00;34.00;3;1;2181.00;27.00;1;1;0.00;0.00;SP;4133.00;0.00;1;-9.00;100000.00;100000.00;0.00;0.00
316.00;0.00;0.00;0.00;0.00;43147.00;0.00;45964.00;43147.00;34518.00;45962.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;2814.00;4746.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;15.00;0.02;920.00;920.00;-59.00;0.00;59.00;3;0;8629.00;36.00;0;1;0.00;0.00;SP;4133.00;0.00;1;-9.00;100000.00;100000.00;0.00;0.00
317.00;0.00;0.00;0.00;0.00;0.00;0.00;41729.00;15634.00;11703.00;41399.00;0.00;53.00;0.00;0.00;275.00;0.00;0.00;0.00;24805.00;1289.00;0.00;0.00;0.00;0.00;0.00;0.00;3930.00;3930.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3;1;3930.00;68.00;1;1;0.00;0.00;SP;4133.00;0.00;1;-9.00;100000.00;100000.00;0.00;0.00
318.00;0.00;0.00;0.00;0.00;27592.00;0.00;29652.00;27592.00;22074.00;29652.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2059.00;2350.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;-399.00;0.00;399.00;1;0;5518.00;41.00;1;0;2.00;0.00;SP;4133.00;0.00;1;-9.00;100000.00;100000.00;0.00;0.00
319.00;0.00;0.00;0.00;0.00;0.00;0.00;15197.00;14025.00;11220.00;15197.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1172.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3;0;2805.00;62.00;0;1;0.00;0.00;SP;4133.00;0.00;1;-9.00;100000.00;100000.00;0.00;0.00
320.00;0.00;0.00;0.00;0.00;90702.00;0.00;114236.00;90092.00;55362.00;95525.00;0.00;13861.00;0.00;0.00;0.00;0.00;0.00;4849.00;4849.00;19293.00;15527.00;4550.00;0.00;0.00;11272.00;7123.00;7529.00;7529.00;22.50;0.05;4822.00;4822.00;-3472.00;0.00;3472.00;1;1;34730.00;39.00;1;0;2.00;0.00;SP;4133.00;0.00;1;-9.00;100000.00;100000.00;0.00;0.00
321.00;0.00;0.00;0.00;0.00;48004.00;0.00;51738.00;48004.00;38403.00;51738.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3734.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;15.00;0.03;1502.00;1502.00;-1629.00;0.00;1629.00;1;0;9600.00;55.00;1;0;1.00;0.00;SP;4133.00;0.00;1;-9.00;100000.00;100000.00;0.00;0.00
322.00;0.00;0.00;0.00;0.00;23816.00;0.00;25892.00;23816.00;19053.00;25892.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2075.00;0.00;0.00;0.00;0.00;0.00;0.00;150.00;0.00;0.00;0.00;0.00;0.00;-231.00;0.00;231.00;3;0;4763.00;61.00;1;1;0.00;0.00;SP;4133.00;0.00;1;-9.00;100000.00;100000.00;0.00;0.00
323.00;0.00;0.00;0.00;0.00;64833.00;0.00;84247.00;64833.00;51049.00;69030.00;0.00;12948.00;0.00;0.00;0.00;0.00;0.00;2268.00;2268.00;17145.00;6958.00;6825.00;0.00;0.00;0.00;0.00;0.00;0.00;22.50;0.05;3852.00;3852.00;-1078.00;0.00;1078.00;2;1;13783.00;35.00;0;1;3.00;0.00;SP;4133.00;0.00;1;-9.00;100000.00;100000.00;0.00;0.00
324.00;0.00;0.00;0.00;0.00;110445.00;0.00;138784.00;110442.00;89987.00;116266.00;0.00;17373.00;0.00;0.00;0.00;0.00;0.00;5144.00;5183.00;23158.00;14899.00;0.00;0.00;0.00;0.00;0.00;5555.00;5555.00;27.50;0.11;14314.00;14314.00;-658.00;0.00;658.00;1;1;20455.00;40.00;1;0;0.00;0.00;SP;4133.00;0.00;1;-9.00;100000.00;100000.00;0.00;0.00
325.00;0.00;0.00;0.00;0.00;0.00;0.00;22767.00;22767.00;22767.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;22767.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3;1;0.00;38.00;0;1;0.00;0.00;SP;4133.00;0.00;1;-9.00;100000.00;100000.00;0.00;0.00
326.00;0.00;0.00;0.00;0.00;26820.00;0.00;40664.00;39360.00;13724.00;28124.00;0.00;0.00;12540.00;0.00;0.00;0.00;0.00;0.00;0.00;1304.00;2396.00;6825.00;0.00;0.00;42653.00;7123.00;10135.00;9291.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2;1;25636.00;38.00;0;1;3.00;0.00;SP;4133.00;0.00;1;-9.00;100000.00;100000.00;0.00;0.00
327.00;0.00;0.00;0.00;0.00;47379.00;0.00;75523.00;47379.00;33334.00;75519.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3.00;24755.00;3388.00;8427.00;4550.00;0.00;0.00;0.00;0.00;1067.00;1067.00;7.50;0.01;786.00;786.00;-116.00;0.00;116.00;2;1;14044.00;72.00;0;1;2.00;0.00;SP;4133.00;0.00;1;-9.00;100000.00;100000.00;0.00;0.00
328.00;0.00;0.00;0.00;0.00;0.00;0.00;2138764.00;0.00;0.00;0.00;0.00;387764.00;0.00;0.00;0.00;0.00;0.00;1751000.00;1751003.00;387760.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1;0;0.00;32.00;1;0;0.00;0.00;SP;4133.00;0.00;1;-9.00;100000.00;100000.00;0.00;0.00
329.00;0.00;0.00;0.00;0.00;189954.00;0.00;211661.00;189954.00;155510.00;201458.00;0.00;10152.00;0.00;0.00;0.00;0.00;0.00;49.00;3225.00;18482.00;17468.00;6825.00;0.00;0.00;29274.00;7123.00;5740.00;3026.00;27.50;0.16;32333.00;32333.00;4121.00;4121.00;0.00;2;1;34443.00;55.00;0;1;3.00;0.00;SP;4133.00;0.00;1;-9.00;100000.00;100000.00;0.00;0.00
330.00;0.00;0.00;0.00;0.00;105327.00;0.00;116704.00;105327.00;88572.00;111410.00;0.00;493.00;0.00;0.00;0.00;0.00;0.00;4800.00;5289.00;6087.00;7686.00;0.00;0.00;0.00;0.00;0.00;4630.00;0.00;27.50;0.12;13925.00;13925.00;-854.00;0.00;854.00;3;0;16754.00;31.00;1;1;0.00;0.00;SP;4133.00;0.00;1;-9.00;100000.00;100000.00;0.00;0.00
